timestamp,district,city_hub,discom_zone,panel_name,demand_mw,net_demand_mw,active_power_kw,reactive_power_mvar,renewable_mw,solar_mw,wind_mw,grid_frequency_hz,voltage_kv,power_factor,thd_pct,dsm_penalty_rate_inr
2026-09-08 23:45:00,Kutch,Bhuj / Mundra,PGVCL (Saurashtra & Kutch),Kutch,1697.09,329.96,1697088.8,455.39,1367.13,1.76,1365.37,49.975,401.3,0.966,3.96,0.0
2026-09-08 23:45:00,Bharuch,Ankleshwar / Dahej,DGVCL (South Gujarat),Bharuch,1781.62,1690.73,1781623.0,586.58,90.89,0.14,90.76,49.975,398.3,0.95,6.27,0.0
2026-09-08 23:45:00,Jamnagar,Jamnagar City,PGVCL (Saurashtra & Kutch),Jamnagar,1708.07,1676.93,1708068.2,446.54,31.14,0.14,31.0,49.975,401.2,0.967,4.0,0.0
2026-09-08 23:45:00,Bhavnagar,Bhavnagar City,PGVCL (Saurashtra & Kutch),Bhavnagar,771.23,707.36,771229.4,179.97,63.87,0.14,63.74,49.975,397.6,0.974,4.65,0.0
2026-09-09 00:00:00,Ahmedabad,Ahmedabad Metro,UGVCL (North Gujarat),Ahmedabad,2745.51,2643.69,2745509.8,713.87,101.82,0.0,101.81,50.034,397.1,0.968,4.2,0.0
2026-09-09 00:00:00,Surat,Surat Industrial,DGVCL (South Gujarat),Surat,3147.05,3065.33,3147049.2,838.14,81.72,0.0,81.71,50.034,398.5,0.966,5.73,0.0
2026-09-09 00:00:00,Vadodara,Vadodara City,MGVCL (Central Gujarat),Vadodara,1479.92,1461.32,1479924.9,365.77,18.6,0.0,18.6,50.034,398.8,0.971,3.31,0.0
2026-09-09 00:00:00,Rajkot,Rajkot City,PGVCL (Saurashtra & Kutch),Rajkot,1337.27,1245.98,1337271.9,331.82,91.29,0.0,91.28,50.034,400.4,0.971,4.96,0.0
2026-09-09 00:00:00,Anand & Kheda,Anand (CHARUSAT Zone),MGVCL (Central Gujarat),Anand & Kheda,878.62,778.71,878616.2,190.19,99.91,0.0,99.91,50.034,402.6,0.977,3.0,0.0
2026-09-09 00:00:00,Gandhinagar,GIFT City / Capital,UGVCL (North Gujarat),Gandhinagar,840.42,714.76,840421.0,84.36,125.66,0.0,125.65,50.034,400.7,0.995,3.07,0.0
2026-09-09 00:00:00,Kutch,Bhuj / Mundra,PGVCL (Saurashtra & Kutch),Kutch,1629.51,245.19,1629512.5,474.89,1384.32,0.06,1384.27,50.034,401.9,0.96,4.63,0.0
2026-09-09 00:00:00,Bharuch,Ankleshwar / Dahej,DGVCL (South Gujarat),Bharuch,1832.88,1797.36,1832878.3,543.68,35.52,0.0,35.51,50.034,401.7,0.959,5.49,0.0
2026-09-09 00:00:00,Jamnagar,Jamnagar City,PGVCL (Saurashtra & Kutch),Jamnagar,1712.13,1599.64,1712131.6,451.68,112.49,0.0,112.49,50.034,399.8,0.967,4.0,0.0
2026-09-09 00:00:00,Bhavnagar,Bhavnagar City,PGVCL (Saurashtra & Kutch),Bhavnagar,746.12,671.79,746120.0,199.39,74.33,0.0,74.32,50.034,397.1,0.966,4.66,0.0
2026-09-09 00:15:00,Ahmedabad,Ahmedabad Metro,UGVCL (North Gujarat),Ahmedabad,2933.97,2828.74,2933965.3,652.7,105.23,0.01,105.22,49.989,403.3,0.976,3.42,0.0
2026-09-09 00:15:00,Surat,Surat Industrial,DGVCL (South Gujarat),Surat,3002.94,2951.12,3002937.1,729.92,51.81,0.01,51.81,49.989,397.1,0.972,5.89,0.0
2026-09-09 00:15:00,Vadodara,Vadodara City,MGVCL (Central Gujarat),Vadodara,1400.11,1330.28,1400107.4,233.71,69.82,0.01,69.82,49.989,397.5,0.986,3.0,0.0
2026-09-09 00:15:00,Rajkot,Rajkot City,PGVCL (Saurashtra & Kutch),Rajkot,1325.18,1193.13,1325184.2,324.99,132.05,0.01,132.05,49.989,402.8,0.971,4.6,0.0
2026-09-09 00:15:00,Anand & Kheda,Anand (CHARUSAT Zone),MGVCL (Central Gujarat),Anand & Kheda,905.57,819.53,905566.5,139.46,86.04,0.01,86.03,49.989,398.6,0.988,3.39,0.0
2026-09-09 00:15:00,Gandhinagar,GIFT City / Capital,UGVCL (North Gujarat),Gandhinagar,853.21,741.83,853213.3,158.53,111.39,0.01,111.38,49.989,396.6,0.983,3.0,0.0
2026-09-09 00:15:00,Kutch,Bhuj / Mundra,PGVCL (Saurashtra & Kutch),Kutch,1669.51,249.46,1669510.8,364.09,1420.05,0.09,1419.96,49.989,398.9,0.977,3.83,0.0
2026-09-09 00:15:00,Bharuch,Ankleshwar / Dahej,DGVCL (South Gujarat),Bharuch,1887.46,1766.4,1887458.5,574.1,121.06,0.01,121.05,49.989,402.0,0.957,5.57,0.0
2026-09-09 00:15:00,Jamnagar,Jamnagar City,PGVCL (Saurashtra & Kutch),Jamnagar,1672.18,1562.06,1672176.2,338.39,110.11,0.01,110.11,49.989,403.2,0.98,4.03,0.0
2026-09-09 00:15:00,Bhavnagar,Bhavnagar City,PGVCL (Saurashtra & Kutch),Bhavnagar,752.57,674.59,752570.6,133.64,77.98,0.01,77.97,49.989,399.2,0.985,4.68,0.0
2026-09-09 00:30:00,Ahmedabad,Ahmedabad Metro,UGVCL (North Gujarat),Ahmedabad,2690.92,2622.26,2690916.9,638.07,68.66,0.01,68.65,49.993,398.7,0.973,4.25,0.0
2026-09-09 00:30:00,Surat,Surat Industrial,DGVCL (South Gujarat),Surat,3097.82,3020.07,3097816.1,823.78,77.75,0.01,77.74,49.993,403.5,0.966,5.48,0.0
2026-09-09 00:30:00,Vadodara,Vadodara City,MGVCL (Central Gujarat),Vadodara,1444.81,1402.06,1444813.7,344.32,42.75,0.01,42.74,49.993,399.3,0.973,3.6,0.0
2026-09-09 00:30:00,Rajkot,Rajkot City,PGVCL (Saurashtra & Kutch),Rajkot,1339.32,1276.29,1339322.7,389.36,63.04,0.01,63.03,49.993,400.9,0.96,5.24,0.0
2026-09-09 00:30:00,Anand & Kheda,Anand (CHARUSAT Zone),MGVCL (Central Gujarat),Anand & Kheda,904.95,798.1,904951.6,137.8,106.85,0.01,106.84,49.993,401.8,0.989,2.89,0.0
2026-09-09 00:30:00,Gandhinagar,GIFT City / Capital,UGVCL (North Gujarat),Gandhinagar,850.09,731.89,850086.0,89.77,118.19,0.01,118.18,49.993,397.8,0.994,3.13,0.0
2026-09-09 00:30:00,Kutch,Bhuj / Mundra,PGVCL (Saurashtra & Kutch),Kutch,1683.6,270.97,1683598.7,437.67,1412.63,0.13,1412.49,49.993,397.4,0.968,3.8,0.0
2026-09-09 00:30:00,Bharuch,Ankleshwar / Dahej,DGVCL (South Gujarat),Bharuch,1915.1,1837.53,1915099.3,630.28,77.57,0.01,77.56,49.993,396.9,0.95,5.61,0.0
2026-09-09 00:30:00,Jamnagar,Jamnagar City,PGVCL (Saurashtra & Kutch),Jamnagar,1708.46,1625.72,1708464.7,480.13,82.75,0.01,82.74,49.993,401.0,0.963,4.03,0.0
2026-09-09 00:30:00,Bhavnagar,Bhavnagar City,PGVCL (Saurashtra & Kutch),Bhavnagar,787.02,744.4,787023.8,220.34,42.63,0.01,42.62,49.993,400.8,0.963,4.49,0.0
2026-09-09 00:45:00,Ahmedabad,Ahmedabad Metro,UGVCL (North Gujarat),Ahmedabad,2840.48,2806.44,2840478.9,749.01,34.04,0.02,34.03,50.042,401.4,0.967,4.22,0.0
2026-09-09 00:45:00,Surat,Surat Industrial,DGVCL (South Gujarat),Surat,3088.8,3025.01,3088797.7,841.27,63.79,0.02,63.77,50.042,401.9,0.965,4.79,0.0
2026-09-09 00:45:00,Vadodara,Vadodara City,MGVCL (Central Gujarat),Vadodara,1394.71,1348.64,1394714.4,223.7,46.07,0.02,46.06,50.042,401.8,0.987,3.19,0.0
2026-09-09 00:45:00,Rajkot,Rajkot City,PGVCL (Saurashtra & Kutch),Rajkot,1353.1,1271.54,1353096.7,405.4,81.56,0.02,81.54,50.042,403.3,0.958,4.22,0.0
2026-09-09 00:45:00,Anand & Kheda,Anand (CHARUSAT Zone),MGVCL (Central Gujarat),Anand & Kheda,878.08,800.71,878079.5,173.62,77.37,0.02,77.36,50.042,397.6,0.981,3.02,0.0
2026-09-09 00:45:00,Gandhinagar,GIFT City / Capital,UGVCL (North Gujarat),Gandhinagar,804.88,757.7,804882.0,136.69,47.18,0.02,47.17,50.042,402.7,0.986,2.18,0.0
2026-09-09 00:45:00,Kutch,Bhuj / Mundra,PGVCL (Saurashtra & Kutch),Kutch,1590.63,211.71,1590633.1,452.31,1378.92,0.2,1378.73,50.042,401.0,0.962,3.56,0.0
2026-09-09 00:45:00,Bharuch,Ankleshwar / Dahej,DGVCL (South Gujarat),Bharuch,1888.08,1739.73,1888080.3,564.71,148.35,0.02,148.34,50.042,400.6,0.958,5.85,0.0
2026-09-09 00:45:00,Jamnagar,Jamnagar City,PGVCL (Saurashtra & Kutch),Jamnagar,1677.12,1610.5,1677124.4,449.87,66.62,0.02,66.61,50.042,397.6,0.966,3.8,0.0
2026-09-09 00:45:00,Bhavnagar,Bhavnagar City,PGVCL (Saurashtra & Kutch),Bhavnagar,732.01,654.57,732008.0,176.77,77.44,0.02,77.42,50.042,400.7,0.972,4.25,0.0
2026-09-09 01:00:00,Ahmedabad,Ahmedabad Metro,UGVCL (North Gujarat),Ahmedabad,2815.27,2757.16,2815268.3,547.11,58.1,0.02,58.08,49.996,400.3,0.982,4.11,0.0
2026-09-09 01:00:00,Surat,Surat Industrial,DGVCL (South Gujarat),Surat,3110.06,3010.92,3110056.4,921.78,99.14,0.02,99.12,49.996,398.6,0.959,5.16,0.0
2026-09-09 01:00:00,Vadodara,Vadodara City,MGVCL (Central Gujarat),Vadodara,1397.62,1364.18,1397621.2,179.7,33.44,0.02,33.42,49.996,397.1,0.992,3.48,0.0
2026-09-09 01:00:00,Rajkot,Rajkot City,PGVCL (Saurashtra & Kutch),Rajkot,1339.31,1289.22,1339306.9,365.48,50.08,0.02,50.06,49.996,400.9,0.965,5.0,0.0
2026-09-09 01:00:00,Anand & Kheda,Anand (CHARUSAT Zone),MGVCL (Central Gujarat),Anand & Kheda,911.19,839.14,911193.0,169.3,72.06,0.02,72.03,49.996,397.4,0.983,3.37,0.0
2026-09-09 01:00:00,Gandhinagar,GIFT City / Capital,UGVCL (North Gujarat),Gandhinagar,862.05,801.81,862046.2,126.57,60.24,0.02,60.22,49.996,400.1,0.989,2.56,0.0
2026-09-09 01:00:00,Kutch,Bhuj / Mundra,PGVCL (Saurashtra & Kutch),Kutch,1627.56,165.86,1627557.7,417.31,1461.69,0.29,1461.41,49.996,402.2,0.969,4.14,0.0
2026-09-09 01:00:00,Bharuch,Ankleshwar / Dahej,DGVCL (South Gujarat),Bharuch,1773.7,1730.77,1773696.6,557.73,42.93,0.02,42.9,49.996,401.0,0.954,6.05,0.0
2026-09-09 01:00:00,Jamnagar,Jamnagar City,PGVCL (Saurashtra & Kutch),Jamnagar,1676.85,1595.59,1676846.5,365.62,81.26,0.02,81.23,49.996,399.2,0.977,4.26,0.0
2026-09-09 01:00:00,Bhavnagar,Bhavnagar City,PGVCL (Saurashtra & Kutch),Bhavnagar,744.62,633.35,744621.5,186.77,111.27,0.02,111.25,49.996,399.0,0.97,4.07,0.0
2026-09-09 01:15:00,Ahmedabad,Ahmedabad Metro,UGVCL (North Gujarat),Ahmedabad,2897.43,2808.4,2897427.1,563.51,89.03,0.03,89.0,50.015,399.4,0.982,3.93,0.0
2026-09-09 01:15:00,Surat,Surat Industrial,DGVCL (South Gujarat),Surat,3204.93,3170.22,3204927.4,890.99,34.71,0.03,34.68,50.015,400.9,0.963,5.42,0.0
2026-09-09 01:15:00,Vadodara,Vadodara City,MGVCL (Central Gujarat),Vadodara,1417.96,1338.56,1417962.6,274.63,79.4,0.03,79.37,50.015,401.8,0.982,3.11,0.0
2026-09-09 01:15:00,Rajkot,Rajkot City,PGVCL (Saurashtra & Kutch),Rajkot,1280.34,1223.08,1280338.4,343.77,57.26,0.03,57.22,50.015,399.6,0.966,4.44,0.0
2026-09-09 01:15:00,Anand & Kheda,Anand (CHARUSAT Zone),MGVCL (Central Gujarat),Anand & Kheda,905.47,844.76,905465.5,186.13,60.7,0.03,60.67,50.015,396.9,0.98,3.08,0.0
2026-09-09 01:15:00,Gandhinagar,GIFT City / Capital,UGVCL (North Gujarat),Gandhinagar,823.53,808.5,823532.3,187.65,15.03,0.03,15.0,50.015,402.4,0.975,2.89,0.0
2026-09-09 01:15:00,Kutch,Bhuj / Mundra,PGVCL (Saurashtra & Kutch),Kutch,1586.81,135.52,1586813.5,444.27,1451.29,0.42,1450.87,50.015,402.6,0.963,4.11,0.0
2026-09-09 01:15:00,Bharuch,Ankleshwar / Dahej,DGVCL (South Gujarat),Bharuch,1885.7,1747.55,1885696.7,582.78,138.14,0.03,138.11,50.015,396.8,0.955,5.96,0.0
2026-09-09 01:15:00,Jamnagar,Jamnagar City,PGVCL (Saurashtra & Kutch),Jamnagar,1725.64,1653.35,1725644.3,427.27,72.29,0.03,72.26,50.015,397.4,0.971,4.16,0.0
2026-09-09 01:15:00,Bhavnagar,Bhavnagar City,PGVCL (Saurashtra & Kutch),Bhavnagar,748.64,664.04,748645.0,191.79,84.61,0.03,84.57,50.015,397.5,0.969,4.01,0.0
2026-09-09 01:30:00,Ahmedabad,Ahmedabad Metro,UGVCL (North Gujarat),Ahmedabad,2869.11,2752.48,2869113.6,553.09,116.64,0.05,116.59,50.013,399.4,0.982,3.17,0.0
2026-09-09 01:30:00,Surat,Surat Industrial,DGVCL (South Gujarat),Surat,2896.11,2805.84,2896108.0,837.24,90.27,0.05,90.22,50.013,401.6,0.961,5.3,0.0
2026-09-09 01:30:00,Vadodara,Vadodara City,MGVCL (Central Gujarat),Vadodara,1368.0,1299.36,1368001.3,291.53,68.64,0.05,68.6,50.013,397.8,0.978,3.02,0.0
2026-09-09 01:30:00,Rajkot,Rajkot City,PGVCL (Saurashtra & Kutch),Rajkot,1320.56,1166.16,1320563.1,402.4,154.4,0.05,154.35,50.013,403.0,0.957,5.21,0.0
2026-09-09 01:30:00,Anand & Kheda,Anand (CHARUSAT Zone),MGVCL (Central Gujarat),Anand & Kheda,896.11,839.88,896112.4,133.5,56.23,0.05,56.18,50.013,403.4,0.989,3.09,0.0
2026-09-09 01:30:00,Gandhinagar,GIFT City / Capital,UGVCL (North Gujarat),Gandhinagar,860.95,768.03,860949.3,140.06,92.92,0.05,92.87,50.013,399.3,0.987,2.7,0.0
2026-09-09 01:30:00,Kutch,Bhuj / Mundra,PGVCL (Saurashtra & Kutch),Kutch,1613.39,228.79,1613391.1,382.7,1384.6,0.61,1383.99,50.013,398.8,0.973,4.08,0.0
2026-09-09 01:30:00,Bharuch,Ankleshwar / Dahej,DGVCL (South Gujarat),Bharuch,1775.48,1691.95,1775484.1,502.5,83.54,0.05,83.49,50.013,402.1,0.962,6.28,0.0
2026-09-09 01:30:00,Jamnagar,Jamnagar City,PGVCL (Saurashtra & Kutch),Jamnagar,1666.58,1651.53,1666577.6,341.22,15.05,0.05,15.0,50.013,399.3,0.98,4.43,0.0
2026-09-09 01:30:00,Bhavnagar,Bhavnagar City,PGVCL (Saurashtra & Kutch),Bhavnagar,753.16,702.96,753159.7,187.47,50.2,0.05,50.15,50.013,399.3,0.97,4.5,0.0
2026-09-09 01:45:00,Ahmedabad,Ahmedabad Metro,UGVCL (North Gujarat),Ahmedabad,2718.7,2698.58,2718695.2,435.58,20.12,0.07,20.05,49.998,400.7,0.987,3.74,0.0
2026-09-09 01:45:00,Surat,Surat Industrial,DGVCL (South Gujarat),Surat,3019.53,2867.37,3019534.7,862.04,152.17,0.07,152.1,49.998,400.5,0.962,5.05,0.0
2026-09-09 01:45:00,Vadodara,Vadodara City,MGVCL (Central Gujarat),Vadodara,1352.93,1279.33,1352932.1,307.53,73.6,0.07,73.53,49.998,402.0,0.975,3.7,0.0
2026-09-09 01:45:00,Rajkot,Rajkot City,PGVCL (Saurashtra & Kutch),Rajkot,1295.29,1201.78,1295293.9,337.98,93.51,0.07,93.45,49.998,402.1,0.968,4.41,0.0
2026-09-09 01:45:00,Anand & Kheda,Anand (CHARUSAT Zone),MGVCL (Central Gujarat),Anand & Kheda,940.32,898.6,940323.1,128.44,41.72,0.07,41.65,49.998,398.3,0.991,3.41,0.0
2026-09-09 01:45:00,Gandhinagar,GIFT City / Capital,UGVCL (North Gujarat),Gandhinagar,849.59,829.94,849585.4,167.31,19.65,0.07,19.58,49.998,396.5,0.981,3.34,0.0
2026-09-09 01:45:00,Kutch,Bhuj / Mundra,PGVCL (Saurashtra & Kutch),Kutch,1605.4,185.31,1605396.2,403.71,1420.09,0.87,1419.22,49.998,397.7,0.97,3.55,0.0
2026-09-09 01:45:00,Bharuch,Ankleshwar / Dahej,DGVCL (South Gujarat),Bharuch,1806.08,1705.43,1806080.3,563.41,100.65,0.07,100.58,49.998,399.4,0.955,5.53,0.0
2026-09-09 01:45:00,Jamnagar,Jamnagar City,PGVCL (Saurashtra & Kutch),Jamnagar,1790.63,1708.69,1790629.8,430.38,81.94,0.07,81.87,49.998,402.7,0.972,4.59,0.0
2026-09-09 01:45:00,Bhavnagar,Bhavnagar City,PGVCL (Saurashtra & Kutch),Bhavnagar,770.42,648.59,770417.9,191.9,121.83,0.07,121.76,49.998,402.9,0.97,4.88,0.0
2026-09-09 02:00:00,Ahmedabad,Ahmedabad Metro,UGVCL (North Gujarat),Ahmedabad,2712.22,2656.27,2712217.2,679.65,55.95,0.1,55.85,50.001,398.2,0.97,3.89,0.0
2026-09-09 02:00:00,Surat,Surat Industrial,DGVCL (South Gujarat),Surat,3141.81,3010.83,3141807.0,1025.24,130.98,0.1,130.88,50.001,400.8,0.951,4.85,0.0
2026-09-09 02:00:00,Vadodara,Vadodara City,MGVCL (Central Gujarat),Vadodara,1403.1,1355.55,1403101.4,314.24,47.55,0.1,47.46,50.001,399.3,0.976,3.11,0.0
2026-09-09 02:00:00,Rajkot,Rajkot City,PGVCL (Saurashtra & Kutch),Rajkot,1344.1,1239.02,1344104.1,368.81,105.08,0.1,104.98,50.001,400.5,0.964,5.25,0.0
2026-09-09 02:00:00,Anand & Kheda,Anand (CHARUSAT Zone),MGVCL (Central Gujarat),Anand & Kheda,928.73,823.41,928725.3,206.51,105.31,0.1,105.21,50.001,402.7,0.976,3.54,0.0
2026-09-09 02:00:00,Gandhinagar,GIFT City / Capital,UGVCL (North Gujarat),Gandhinagar,844.57,780.45,844570.1,136.68,64.12,0.1,64.03,50.001,402.5,0.987,2.94,0.0
2026-09-09 02:00:00,Kutch,Bhuj / Mundra,PGVCL (Saurashtra & Kutch),Kutch,1682.79,305.27,1682786.9,385.95,1377.52,1.25,1376.27,50.001,401.8,0.975,4.1,0.0
2026-09-09 02:00:00,Bharuch,Ankleshwar / Dahej,DGVCL (South Gujarat),Bharuch,1764.4,1683.67,1764397.4,525.75,80.72,0.1,80.63,50.001,398.6,0.958,5.29,0.0
2026-09-09 02:00:00,Jamnagar,Jamnagar City,PGVCL (Saurashtra & Kutch),Jamnagar,1730.1,1663.53,1730100.6,462.44,66.57,0.1,66.48,50.001,401.2,0.966,4.52,0.0
2026-09-09 02:00:00,Bhavnagar,Bhavnagar City,PGVCL (Saurashtra & Kutch),Bhavnagar,760.31,729.04,760313.2,196.68,31.27,0.1,31.17,50.001,398.7,0.968,4.99,0.0
2026-09-09 02:15:00,Ahmedabad,Ahmedabad Metro,UGVCL (North Gujarat),Ahmedabad,2735.09,2706.24,2735091.3,561.31,28.85,0.14,28.72,50.048,397.9,0.98,3.55,0.0
2026-09-09 02:15:00,Surat,Surat Industrial,DGVCL (South Gujarat),Surat,3052.65,2937.26,3052645.9,884.97,115.38,0.14,115.24,50.048,402.8,0.96,5.43,0.0
2026-09-09 02:15:00,Vadodara,Vadodara City,MGVCL (Central Gujarat),Vadodara,1376.54,1305.11,1376535.6,263.1,71.43,0.14,71.29,50.048,398.9,0.982,3.4,0.0
2026-09-09 02:15:00,Rajkot,Rajkot City,PGVCL (Saurashtra & Kutch),Rajkot,1315.72,1249.34,1315720.9,380.54,66.38,0.14,66.24,50.048,398.7,0.961,4.89,0.0
2026-09-09 02:15:00,Anand & Kheda,Anand (CHARUSAT Zone),MGVCL (Central Gujarat),Anand & Kheda,890.29,791.66,890289.6,164.9,98.62,0.14,98.49,50.048,402.5,0.983,3.28,0.0
2026-09-09 02:15:00,Gandhinagar,GIFT City / Capital,UGVCL (North Gujarat),Gandhinagar,841.42,756.33,841416.1,103.36,85.08,0.14,84.94,50.048,401.3,0.993,2.63,0.0
2026-09-09 02:15:00,Kutch,Bhuj / Mundra,PGVCL (Saurashtra & Kutch),Kutch,1606.69,200.12,1606693.3,484.11,1406.58,1.76,1404.81,50.048,397.3,0.957,4.1,0.0
2026-09-09 02:15:00,Bharuch,Ankleshwar / Dahej,DGVCL (South Gujarat),Bharuch,1900.47,1829.19,1900466.2,615.78,71.27,0.14,71.13,50.048,401.1,0.951,6.1,0.0
2026-09-09 02:15:00,Jamnagar,Jamnagar City,PGVCL (Saurashtra & Kutch),Jamnagar,1715.32,1644.45,1715320.0,386.5,70.87,0.14,70.74,50.048,402.5,0.976,4.52,0.0
2026-09-09 02:15:00,Bhavnagar,Bhavnagar City,PGVCL (Saurashtra & Kutch),Bhavnagar,756.81,656.3,756807.6,209.77,100.5,0.14,100.37,50.048,398.3,0.964,4.62,0.0
2026-09-09 02:30:00,Ahmedabad,Ahmedabad Metro,UGVCL (North Gujarat),Ahmedabad,2797.32,2726.63,2797320.9,631.68,70.69,0.19,70.49,50.033,399.8,0.975,3.82,0.0
2026-09-09 02:30:00,Surat,Surat Industrial,DGVCL (South Gujarat),Surat,3074.98,3009.81,3074977.2,872.38,65.17,0.19,64.98,50.033,400.3,0.962,5.71,0.0
2026-09-09 02:30:00,Vadodara,Vadodara City,MGVCL (Central Gujarat),Vadodara,1422.11,1338.97,1422109.9,144.02,83.14,0.19,82.94,50.033,399.7,0.995,3.24,0.0
2026-09-09 02:30:00,Rajkot,Rajkot City,PGVCL (Saurashtra & Kutch),Rajkot,1313.39,1228.75,1313390.0,375.68,84.64,0.19,84.44,50.033,402.4,0.961,5.01,0.0
2026-09-09 02:30:00,Anand & Kheda,Anand (CHARUSAT Zone),MGVCL (Central Gujarat),Anand & Kheda,928.06,862.31,928056.6,149.73,65.74,0.19,65.55,50.033,401.6,0.987,3.52,0.0
2026-09-09 02:30:00,Gandhinagar,GIFT City / Capital,UGVCL (North Gujarat),Gandhinagar,846.04,765.23,846044.6,117.86,80.81,0.19,80.62,50.033,400.9,0.99,2.52,0.0
2026-09-09 02:30:00,Kutch,Bhuj / Mundra,PGVCL (Saurashtra & Kutch),Kutch,1564.66,152.95,1564656.9,397.87,1411.7,2.47,1409.23,50.033,401.9,0.969,3.85,0.0
2026-09-09 02:30:00,Bharuch,Ankleshwar / Dahej,DGVCL (South Gujarat),Bharuch,1755.14,1687.87,1755139.3,544.18,67.27,0.19,67.07,50.033,403.3,0.955,5.71,0.0
2026-09-09 02:30:00,Jamnagar,Jamnagar City,PGVCL (Saurashtra & Kutch),Jamnagar,1640.05,1624.86,1640052.5,383.86,15.19,0.19,15.0,50.033,399.6,0.974,3.91,0.0
2026-09-09 02:30:00,Bhavnagar,Bhavnagar City,PGVCL (Saurashtra & Kutch),Bhavnagar,750.87,674.94,750871.0,215.57,75.93,0.19,75.73,50.033,403.4,0.961,4.81,0.0
2026-09-09 02:45:00,Ahmedabad,Ahmedabad Metro,UGVCL (North Gujarat),Ahmedabad,2794.91,2768.78,2794912.6,485.95,26.13,0.27,25.86,50.006,402.0,0.985,4.1,0.0
2026-09-09 02:45:00,Surat,Surat Industrial,DGVCL (South Gujarat),Surat,2964.3,2918.9,2964304.8,897.53,45.41,0.27,45.14,50.006,399.7,0.957,5.55,0.0
2026-09-09 02:45:00,Vadodara,Vadodara City,MGVCL (Central Gujarat),Vadodara,1465.23,1449.96,1465230.4,333.72,15.27,0.27,15.0,50.006,400.7,0.975,3.76,0.0
2026-09-09 02:45:00,Rajkot,Rajkot City,PGVCL (Saurashtra & Kutch),Rajkot,1306.09,1237.67,1306089.0,354.27,68.42,0.27,68.15,50.006,396.9,0.965,4.9,0.0
2026-09-09 02:45:00,Anand & Kheda,Anand (CHARUSAT Zone),MGVCL (Central Gujarat),Anand & Kheda,914.77,860.94,914770.4,213.15,53.83,0.27,53.56,50.006,397.3,0.974,3.09,0.0
2026-09-09 02:45:00,Gandhinagar,GIFT City / Capital,UGVCL (North Gujarat),Gandhinagar,862.02,790.35,862019.7,133.21,71.67,0.27,71.4,50.006,397.3,0.988,2.84,0.0
2026-09-09 02:45:00,Kutch,Bhuj / Mundra,PGVCL (Saurashtra & Kutch),Kutch,1631.29,184.97,1631285.2,401.14,1446.31,3.45,1442.87,50.006,401.5,0.971,3.45,0.0
2026-09-09 02:45:00,Bharuch,Ankleshwar / Dahej,DGVCL (South Gujarat),Bharuch,1735.14,1677.08,1735136.7,556.17,58.05,0.27,57.78,50.006,399.6,0.952,5.77,0.0
2026-09-09 02:45:00,Jamnagar,Jamnagar City,PGVCL (Saurashtra & Kutch),Jamnagar,1747.84,1664.25,1747837.0,313.91,83.59,0.27,83.32,50.006,399.9,0.984,4.33,0.0
2026-09-09 02:45:00,Bhavnagar,Bhavnagar City,PGVCL (Saurashtra & Kutch),Bhavnagar,750.33,666.41,750328.4,223.9,83.92,0.27,83.65,50.006,398.9,0.958,4.57,0.0
2026-09-09 03:00:00,Ahmedabad,Ahmedabad Metro,UGVCL (North Gujarat),Ahmedabad,2849.52,2789.07,2849516.2,563.37,60.45,0.37,60.07,49.999,396.5,0.981,3.63,0.0
2026-09-09 03:00:00,Surat,Surat Industrial,DGVCL (South Gujarat),Surat,3021.04,2985.44,3021041.2,864.48,35.6,0.37,35.23,49.999,398.5,0.961,5.16,0.0
2026-09-09 03:00:00,Vadodara,Vadodara City,MGVCL (Central Gujarat),Vadodara,1337.53,1264.74,1337527.9,349.32,72.79,0.37,72.42,49.999,397.2,0.968,3.13,0.0
2026-09-09 03:00:00,Rajkot,Rajkot City,PGVCL (Saurashtra & Kutch),Rajkot,1267.41,1206.81,1267411.8,372.23,60.6,0.37,60.23,49.999,402.0,0.959,4.58,0.0
2026-09-09 03:00:00,Anand & Kheda,Anand (CHARUSAT Zone),MGVCL (Central Gujarat),Anand & Kheda,908.16,793.69,908163.5,169.18,114.47,0.37,114.1,49.999,397.0,0.983,2.93,0.0
2026-09-09 03:00:00,Gandhinagar,GIFT City / Capital,UGVCL (North Gujarat),Gandhinagar,846.88,769.45,846882.8,85.01,77.43,0.37,77.06,49.999,403.0,0.995,2.87,0.0
2026-09-09 03:00:00,Kutch,Bhuj / Mundra,PGVCL (Saurashtra & Kutch),Kutch,1595.54,221.26,1595542.4,439.84,1374.28,4.76,1369.52,49.999,399.1,0.964,4.16,0.0
2026-09-09 03:00:00,Bharuch,Ankleshwar / Dahej,DGVCL (South Gujarat),Bharuch,1843.84,1794.51,1843840.4,552.44,49.33,0.37,48.96,49.999,397.7,0.958,5.13,0.0
2026-09-09 03:00:00,Jamnagar,Jamnagar City,PGVCL (Saurashtra & Kutch),Jamnagar,1703.22,1603.52,1703217.8,380.61,99.7,0.37,99.32,49.999,401.0,0.976,3.71,0.0
2026-09-09 03:00:00,Bhavnagar,Bhavnagar City,PGVCL (Saurashtra & Kutch),Bhavnagar,754.01,700.9,754009.7,199.68,53.11,0.37,52.73,49.999,399.4,0.967,4.14,0.0
2026-09-09 03:15:00,Ahmedabad,Ahmedabad Metro,UGVCL (North Gujarat),Ahmedabad,2795.11,2731.59,2795106.5,725.86,63.52,0.51,63.0,50.002,403.4,0.968,3.68,0.0
